entity,tag,category,Tagged,tag_status
بيت لحم,@Bethlehem,place,TRUE,FALSE
صفر,@SafarMonth,time,TRUE,FALSE
سنة ثلاث,@Year3,time,TRUE,FALSE
سنة أربع,@Year4,time,TRUE,FALSE
شعبان,@ShaCbanMonth,time,TRUE,FALSE
ربيع الأول,@RabiCAwwalMonth,time,TRUE,FALSE
سنة خمس,@Year5,time,TRUE,FALSE
شوال,@ShawwalMonth,time,TRUE,FALSE
سنة ست,@Year6,time,TRUE,FALSE
المحرم ,@MuharramMonth,time,TRUE,FALSE
سنة سبع,@Year7,time,TRUE,FALSE
ذي القعدة,@DhuQaCdaMonth,time,TRUE,FALSE
ذو القعدة,@DhuQaCdaMonth,time,TRUE,FALSE
سنة ثمان,@Year8,time,TRUE,FALSE
جمادى الأولى,@JumadaAwwalMonth,time,TRUE,FALSE
رمضان,@RamadanMonth,time,TRUE,FALSE
رجب,@RajabMonth,time,TRUE,FALSE
سنة تسع,@Year9,time,TRUE,FALSE
ربيع الآخر,@RabiCAkharlMonth,time,TRUE,FALSE
ربيع الثاني,@RabiCAkharlMonth,time,TRUE,FALSE
جمادى الآخرة,@JumadaAkharMonth,time,TRUE,FALSE
جمادى الثانية,@JumadaAkharMonth,time,TRUE,FALSE
ذي الحجة,@DhuHijjaMonth,time,TRUE,FALSE
ذو الحجة,@DhuHijjaMonth,time,TRUE,FALSE
سنة ثماني,@Year8,time,TRUE,FALSE
الزمان,@time,time,TRUE,FALSE
الليل,@Night,time,TRUE,FALSE
النهار,@Day,time,TRUE,FALSE
يوم الأحد,@Sunday,time,TRUE,FALSE
يوم الاثنين,@Monday,time,TRUE,FALSE
يوم الثلاثاء,@Tuesday,time,TRUE,FALSE
يوم الأربعاء,@Wednesday,time,TRUE,FALSE
يوم الخميس,@Thursday,time,TRUE,FALSE
يوم الجمعة,@Friday,time,TRUE,FALSE
يوم السبت,@Saturday,time,TRUE,FALSE
الجاهلية,@Jahiliyya,time,TRUE,FALSE
نوروز,@Nawruz,time,TRUE,FALSE
يوم عاشوراء,@Cashura,time,TRUE,FALSE
عام الفيل,@YearoftheElephant,time,TRUE,FALSE
التاريخ,@Dating,time,TRUE,FALSE
